Nama Akun,Komentar,Sumber
@SukasukaThanos,saya rasa kalo presiden trump atau putin ikut ngedengerin pak prabowo ikut bingung juga dan malah ketawa keknya. nanya apa jawab apa. memang betul buat kita rakyat harus jauh lebih khawatir sama situasi negara sekarang di era kepemimpinan beliau ini. semoga tahun depan bisa keluar dari indo,Najwa Shihab
@nineteezproject3784,"Program pembatasan elpigi berhasil? Kasus pager laut beres? Dari awal ampe akhir muter2 aja omongannya. Gk ada kebijakan yg konkrit dan strategis dalam mencapai tujuan politik, ekonomi dan hukum😂",Najwa Shihab
@IIQ2506,Harga daging dan telor pada saat bulan ramdhan dan idul fitri tidak naik gila2an meanang betul tapi yang gila itu harga kelapa santan jadi 35.000,Najwa Shihab
@Rio_Alrasyid17,Yg ngak nyambung XQ nya rendah 😂😂😂,Najwa Shihab
@ardiyansyahtofari3501,Baru kali ini menonton acara penting yg gada daging nya,Najwa Shihab
@LaurenTarigan-f6s,"Hadeeh, punya presiden kek gini kali",Najwa Shihab
@pututpujiono9240,Alhamdulillah tambah yakin setelah nonton diskusi ini.. YAKIN DEACH TAMBAH MERAGUKAN KWALITAS PRESIDEN INI..,Najwa Shihab
@maskan6637,Klo kalian pilih prabowo hari ini itu salah besar harus nya kalian pilih prabowo di 2019 sblum jokowi menancapkan kuku tajam nya terlalu dalam paham lah yg pinter2 aja.,Najwa Shihab
@LONTOLEOK,Malu sekali punya pemimpin kayak gini. Tuhan pendekkanlah umurnya.,Najwa Shihab
@drs.ngarji1746,"Tabarrokahullah,...pak Presiden Prabowo Subianto...
Bikin.dan membangun......Sekolah Rakyat...ber asrama..di setiap daerah kabupaten dan kota di seluruh lndonesia.....setara dan setingkat...spt. SMA TARUNA NUSANTARA....utk pemerataan pendidikan gratis.,..dan berkualitas..di seluruh lndonesia.....serta   ada akses,...spt.ikatan Dinas di Lembaga2 Pemerintahan....ke PTN...ke Akmil...dll.
❤❤❤
Trims...pak Presiden.. Prabowo Subianto....

Smg....bs segera  terwujud....
Dan....Smg kita semua diberi kekuatan....kesehatan....dan kebahagiaan oleh Allah swt.
In syaa Allah...
Aamiiiin...5x.....YRA.
❤❤❤❤❤",Najwa Shihab
@MasDur-s9h,Masyaallah bapak presiden. Berapa kali anda meminta maaf.. 😢,Najwa Shihab
@yanuarromadhon4592,cara bikin malu diri sendiri ya gitu,Najwa Shihab
@nadnad2111,Hiduplah Indonesia Raya,Najwa Shihab
@kwon2ldoank743,Dagelan ini😆😆,Najwa Shihab
@alkhotib453,"1:42:33  jadi maksud bapak , kalo misalkan ada kartel yg menguasai, pemerintahan bisa ditaklukin? Termasuk bapak?",Najwa Shihab
@nabilraihan975,staged.,Najwa Shihab
@somaardika4206,"Presiden omon omon,NDASMU  woook😢😢😢",Najwa Shihab
@christofeljonathan,"Jawabannya sangat seperti seorang PR WKWKKKWK. Hanya mencari aman, tidak mau transparan membuka hal yang BENAR BENAR FAKTUAL terjadi.",Najwa Shihab
@haruhifujimiya9106,"Ditanya apa, jawabnya apa.",Najwa Shihab
@alkhotib453,Anda anda yg Kaum 58% tolong diperhatiin dan dicermati diskusi ini yahh... Semoga anda tidak menyesal memiluh. Karena Nasib negara 5 tahun kedepan juga menjadi tanggung jawab kalian tanpa kalian sadari karena telah memilih pemimpin sesuai keinginan kalian. Selamat menikmati,Najwa Shihab
@iswanto19-mg9es,"Di tanyain uu tni dan demo
Jawabannya murni apa demonya....klu di demo itu di pikir kerjanya...betul apa nggak....",Najwa Shihab
@langitbumi7300,hoooaammzzz 🥱 *yawn ner bener di menit ke 5,Najwa Shihab
@HaromainMainha-jx4ll,"Hati hati dgn org2 deket anda pak prabowo, bnyk yg mo jerumuskan bpk, dan mereka berhasil mnjadikan anda di benci oleh rakyat sampe saat ini salah satunya dgn uu prampasan aset rakyat.
Dan yg ril kongkrit kami  rakyat di bawah rasakan aroma aroma kmajuan d smua sektor masih noll pak presiden... halo pak.. masih noll.. tolong pak..",Najwa Shihab
@HNMRecehan,Gila 3 jam cuma dengerin lansia ngoceh ngalor ngidul ga jelas persis kayak lansia yg bentar lagi off limit 😑,Najwa Shihab
@fauziNuer,"Saya baru menonton 56 menit, adakah saran? Apakah saya harus melanjutkannya?",Najwa Shihab
@MUHAMMADSYAIFULBAHARASHARI,Mudah mudahan hasan nasbi di pecat oleh pak prabowo 39:26,Najwa Shihab
@ardinurhadi5591,Bravo Presiden Prabowo 👍,Najwa Shihab
@hsungkar4700,"Jadikan HUKUM sebagai Panglima Tertinggi .
Miskinkan koroptor 
Hukuman Mati penyelundup dan pengedar Narkoba, Bersihkan kabinet dari koroptor. Kembalikan Anggauta KPK yang dikeluarkan masa Jokowi.",Najwa Shihab
@alkhotib453,"1:31:41  mba nana pertanyaan nya simple "" Bapak sependapat dengan tentang Penambahan kewenangan kepolisian atau tidak?"" Ehhh malah beliau nyinggung tentang RUU TNI padahal mba nana ga sama sekali menyinggung soal RUU TNI tapi Tentang Polisi. Dan damnnn ... Langsung Naik tensi nya ketimbang pertanyaan jurnalis sebelumnya. Langsung ngegas dan Terus memotong pembicaraan. Dan gua rasa Semua jurnalis disitu satu pemikiran dan satu penglihatan . And satu momen yg seru dikala moderator panik narasumbernya di cecer abis abisan.",Najwa Shihab
@OsamuDazai01,yang di tanya apa jawab kmn'' hahhaa,Najwa Shihab
@angjaj_,"Seminggu terakhir, jam tidurku berantakan,
Alhamdulillah, setelah nonton ini 17 menit, saya ngantuk, tidur terlelap dan saat bangun, masalah sudah selesai 😊",Najwa Shihab
@Slowliving-35,"Pusing lihat berita prihatin sama kondisi bangsa, isinya tutorial menghancurkan negeri sendiri",Najwa Shihab
@redyabdullah2373,Tidak sesuai klo pidato tegas & mengelegarrr giliran di tuntut ngambil tindakan tegas mencla mencle 😄,Najwa Shihab
@baureno156,Masalah di indonesia cuma KORUPSI..jangan pernah berharap pada bangsa yg korup krn cpt atau lambat pasti hancur,Najwa Shihab
@ellen_ayu,"Melihat komentarnya, memantapkan hati saya utk tidak berani menghabiskan wktu ngeliat wawancara dgn presiden ini.. takut depresi saya kumat ",Najwa Shihab
@Demonslayer1711-k9t,"Dengar jawaban Wowo bikin geleng2 psing sama jawabannya kyak anak2 dn gk berbobot, ini lah klu hasil dari Omon Omon haha 😂",Najwa Shihab
@YudaKelingo,3 jam nntn jdi ongol tdk ada jawaban,Najwa Shihab
@shafirarhamadhan6660,Semangat bapak im so proud have pemimpin seperti bapak❤,Najwa Shihab
@persidangansekrt.dprdmedan7433,"Najwa Sihab cukup kritis good job, tapi pak pleciden suaranya teruus tinggi, emosi dan tidak menjawab. Teruus terang , saya tidak tahu jawaban pleciden kita apa, karena jawabnya normatif, tidak detail",Najwa Shihab
@abangefran,"Perlu diintip alur pengadaan komponen bahan makanan program makan gratis.... 
Misal pengadaan piring stainlessteel. Kontrak 150, ternyata dibeli dari produksi hanya 50... Begitu besar mark-upnya ... komulatif, korupsinya SANGAT BESAR.
Perlu intelijen jujur untuk ""MENGINTIPNYA"".",Najwa Shihab
@shirokuma9782,"Kalp pqk prabowo mampu membuat UU perampasan aset dan hukuman m4ti untuk para koruptor yg merugikan negara dj atas 10 milyar, saya yakin rakyat indonesia secara umum akan menjadikan pak prabowo sebagai pahlawan sejati.",Najwa Shihab
@jsuwhjs7373,setelah dengerin ini saya merasa klo podcast dustin x wakwaw tidak terlalu buruk🗿🗿,Najwa Shihab
@MUHAMMADSYAIFULBAHARASHARI,"Alhamdulillah punya president seperti  pak prabowo.
Pengetahuannya sudah tidak diragukan lagi..
Tidak ada daftar pertanyaan yg harus ditanyakan, ini menandakan bahwa pak prabowo mempunyai pengetahuan yang luas.

Tidak seperti pak jokowi. Pak prabowo sangat menguasai keadaan, tanpa text pula..

Kalau presidentnya seperti ini. Mengutamakan rakyatnya. Gapapa lah, pemerintahannya seperti jaman pak soeharto, yang penting rakyat sejahtera.. cari makan gampang..

Tapi mudah mudahan tidak seperti pak soeharto.",Najwa Shihab
@FarliHydroponic,3:04:54 ke potong kenapa ya?,Najwa Shihab
@fritz1488,Vramroro yapping 3 jam,Najwa Shihab
@alkhotib453,1:30:58 keliatan diktatornya jir... Seremnm,Najwa Shihab
@triwahyu6542,Masih tegas KDM walaupun bukan militer,Najwa Shihab
@lulumaylinda697,Hihihi bapak terlihat emosi 😁,Najwa Shihab
@Kuroro-b12,kagok demokrasi,Najwa Shihab
@apikiachannel,Seluruh aparat penegak hukum jgn hanya dihimbau tp dibuat aturan siapa yg melanggar hrs dihukum.,Najwa Shihab
@tannievanrijn3141,"Dgn tdk mengurangi rasa hormat kpd bpk PS, andai yg diwawancara gub Jabar KDM akan beda rasanya..maaf maaf",Najwa Shihab
@jsuwhjs7373,cokkk gwehj mending dengerin podcast dustin x wakwaw duo profesor jaman prasejarah😹,Najwa Shihab
@iswanto19-mg9es,Macan kalau ketemu Macan yang lebih garang...pasti gugup...,Najwa Shihab
@abdihilmanful,Pos pantau pangan dimana ini yak? Ngga ada kelihatan. Harga² juga makin berasa mahal aja. Haluuuuuuu,Najwa Shihab
@tupaimemasak681,Opo2.  Ngomong opo kwe,Najwa Shihab
@kusnantofamily1109,"Buktikan,",Najwa Shihab
@pebriziosandy4604,"JUDULNYA GANTI, JADI BOWO ASAL BUNYI",Najwa Shihab
@rockTaviani,2xspeed sambil lihat komen komen warga +62,Najwa Shihab
@portgasdviel,Jawabannya mengutara dan mengselatan,Najwa Shihab
@yurieka9499,ini aku yg ga nyampe atau gimana😢,Najwa Shihab
@SCdadingOleng,Kebnyak komen dari warga 16 persen,Najwa Shihab
@dimaskhosyi9577,"Lihat komenan youtube ngerasa Indonesia masih punya penduduk yang rasional

Balik ke TikTok kok bisa kontras banget ya 🥲",Najwa Shihab
@IlhamSyahputra-s1p,iq ke bawah semua aplikasi itu,Najwa Shihab
@ahmadmunjimultazam231,Pak santan kara harganya 7000,Najwa Shihab
@hanunhanun3236,"Optimis Man, pdhl negerinya skrg lg Au ah Gelap👆🤔😂
Bnyk rakyatnya yg kabur cari hidup sndiri, karena tanah kelahirannya tak menjamin dari segala lini👆😭🇲🇨🤔",Najwa Shihab
@tupaimemasak681,"Merasa rendah diri lah saya, wong PEMERINTAHANNYA TIBA2 AMBRUL RADUL.",Najwa Shihab
@tonyiqbal2531,Prabowo itu jenius. Tapi dulu udh habis masanya. Sehat sehat ya bapak ga semuanya yg ada di samping bapak orang benar semua.,Najwa Shihab
@KingKong-mx7tx,Negara maju gda yg kekginu beda dengan indonesia semua cari muka,Najwa Shihab
@nurmaramadhani4835,mba nana seperti menahan tangis saat mengajukan pertanyaan,Najwa Shihab
@aribaba152,"Saya juga merasakannya, bahkan mengharapkan mbak Nana menitikkan air mata, pertanda pertanyaan itu benar benar dari hati, bentuk keresahan.

Sehat selalu mbak Nana 
Selalu suarakan keresahan rakyat 😢
@najwasihab",Najwa Shihab
@ilhamkeong6614,@@aribaba152menit ke berapa bung,Najwa Shihab
@alisyaarif3198,Kan di gaji pak..makanya dia bertugas,Najwa Shihab
@adheeseptian,apah yg di jawab selalu ga nyambung dengan pertanyaan,Najwa Shihab
@FerimuhammadMuhammad-y2z,Di menit berapa ya katanya pak Prabowo mau ajak Rocky Gerung refli harun diskusi,Najwa Shihab
@Trip_Report,"3 jam lho ini.. Sehat selalu mba Najwa Shihab, semoga segala urusannya dipermudah.",Najwa Shihab
@tupaimemasak681,"Tanggung jawab bersama?? Tanggung jawab org bapak itu bukann kita😂😂. Lah kita ikut ngasi suara bapak ga dengarkan (sampe ada yang demo loh). Untuk apa rakyat perlu tanggung jawab? Toh rakyat aja ga didengarkan.  Mohon BAPAK DAN REKAN2 BAPAK DI SANA SADAR AKAN KEWAJIBAN MASING2.


MINTA AMPUN AMBIGUNYA DARI AWAL SAMPE MENIT BERAPA INI.


Pak, semua yang bapak sampaikan, rakyat kecik yang bertani pun bisa menyampaikan pak. Tetapi mereka mungkin akan lebih kritis dan cinta akan negaranya. Tidak seambigu bapak.

Menyesal saya Pak, memilih bapak.",Najwa Shihab
@imanzafran3215,"Lagi nonton pejabat yg kata y nyelamatin uang negara dari korupsi  yg gak tau duit y kemana dan buat apa 😁😂 wkwk.. Semua jawabannya terlalu Normatif, tidak ada gagasan dan jauh dari substansi pertanyaan.",Najwa Shihab
@marsifying,"how is it doing well, market even crashes",Najwa Shihab
@suhermantokhayrazoya966,"Sala satu yg merusak masa depan anak rakyat adalah masih banyaknya penjualan miras oplosan di desa2,TDK ad yg bisa mnyentuh mreka Krn d blkang mreka ad bekingan2 yg selalu dapat suplay ( uang setoran ) kiranya dpat di perhtikan",Najwa Shihab
@julianaham,yg blunder yg bioang blunder 😫,Najwa Shihab
@hanunhanun3236,"Danantara maybe ....
Knp harus ada pak Jokowinya ya, satu dekade rezim kan berantakan di tgn Him.Mana ada mntan Koruptor Thaksin lagi. Apakah ini anjuran dari Invisible hands👆🤔 Non state actor. Cmiiw.",Najwa Shihab
@mantabjiwa1503,"pejabat terlalu di manja dgn fasilitas tunjangan gaji besar perbulan kerja 0 besar
saat di minta pertanggung jawaban omongan y muter"" ngk jelas itu lah pejabat 
coba pejabar di awasi kinerja ya fasilitas yg hanya yg benar di butuhkan dlm kinerja ngk perlu mewah yg pnting lancar bekerja ya sisa dr efisiensi itu pasti baanyak dpt di gunakan yg bermanfaat bisa di gunakan utk pendidikan, menciptakan lapangan pekerjan dan kesehatan 
maka rakyat sejahtera dan bayar pajak ngk akan telat apa lagi pengurusan pajak di permudah dr kendaran pertanahan dan yg lain ya..",Najwa Shihab
@naiwannaiwan6844,"KITA BUKAN ANAK KECIL, ini statement yg paten",Najwa Shihab
@catdailymoment,"To mba Nana.

Aku bahagia masih mampu menyapamu melalui tulisan ini.
Kita mungkin tidak pernah kenal secara pribadi, belum pernah bertegur sapa dan berbagi cerita.

Tetapi ada satu hal yang aku yakini:
Kamu berharga.
Kamu pribadi yang kuat luar biasa.
Selalu menang melawan setiap persoalan yang pernah melanda.

Esok, lusa, dan seterusnya tidak ada yang bisa menerka.
Tidak tahu ada kejutan-kejutan apa yang sedang dipersiapkan dunia.
Kita semua sama tersesatnya, sama-sama tidak tahu apa-apa.
Semoga kamu tidak pernah merasa sendirian.

Terima kasih sudah bertahan sampai hari ini.
Hidupmu bukan rancangan gagal atau sia-sia.
Tidak ada yang abadi, termasuk kesialan atau rasa sakit yang sedang kamu alami.
Semuanya akan berganti.
Semuanya membaik.

Terima kasih sudah selalu lebih kuat dan hebat dari semua masalah yang pernah menjerat.
Untukmu yang hampir menyerah sebab keadaan tak kunjung membaik juga,
Terima kasih masih cukup kuat sampai detik ini, terima kasih sudah bertemu denganku lewat tulisan ini.

Bila lelah, istirahatlah.
Mengaku lelah tidaklah lemah.
Ditolong dan ditopang bukanlah aib memalukan.

Kamu luar biasa.
Istirahatlah.

Bertahanlah sebentar lagi,
Sedikit lagi.

Bisa, ya?
Pasti bisa.",Najwa Shihab
@nurulhamdi4424,😢,Najwa Shihab
@indrasaputra8794,❤,Najwa Shihab
@fahzanarifin,😢,Najwa Shihab
@khuriallaily7711,Kerenn mbkk sampe terharuu bacanyaa🥺🥹🥹,Najwa Shihab
@khuriallaily7711,"Kita doakan semoga mbk Nana dan semua orang yg memperjuangkan keadilan di Indonesia diberikan keselamatan dan kekuatan serta dijaga amanahnya, dan semoga Indonesia segera pulih aamiin...",Najwa Shihab
@nxv1364,"Hai orang baik, terimakasih atas tulisan indah ini.

Ku percaya Sang Pencipta pasti selalu memperhatikan, dan menguatkan tiap-tiap insan, terlebih yang mau berjuang.

Salam hangat orang baik, terimakasih!",Najwa Shihab
@arhamkazali6478,❤❤,Najwa Shihab
@dijah_d7744,❤❤,Najwa Shihab
@knot4424,ketikan Ai,Najwa Shihab
@nurulhamdi4424,@@catdailymoment terharu 🥺🥲,Najwa Shihab
@Ken_Edd,Fans mbak Nana,Najwa Shihab
@andreas6508,apa si? aneh,Najwa Shihab
@dessysulasmini2025,Aamiin Yaa Allah,Najwa Shihab
@rizkiramagumelar,kiri kanan kiri kanan kiri kanan jawabannya gak ketemu,Najwa Shihab
@ArlessMusik,Mls ah..Skip... Gak tegas.. Klo sama rakyat sipil.. Digass,Najwa Shihab
@TanganKananKakiKiri,"Astaghfirullah, mba Nana pertanyaan nya bagus bgt. Berharap dapat jawaban yg setara, tp kok begitu jawaban nya Pak Presiden? 😭 Mulek Pak Pak.",Najwa Shihab
@almunif8464,"13:50
Program MBG bulan November sudah 100% sasaran.",Najwa Shihab
@19.muhammadraflysiregar44,"Saat aki aki yg sudah mengalami pelemahan cara berpikir dan tidak paham kondisi rakyat lemah, cuma koar seakan ngerti kondisi dilapangan disandingkan dengan bocil yg tidak mampu berpikir (kosong) setara dengan kotak kosong. Bahkan dikelilingi penjilat yg seolah tembok berlukisan indah yang menutupi tempat pembuangan sampah.",Najwa Shihab
@abangaply1308,Tidak ada poin yg bisa diambil dalam penyampaian prabowo terhadap pertanyaan yg disampaikan jurnalis.,Najwa Shihab
@jokopurnomo-im8vy,jadi buzzer mba nana kah?,Najwa Shihab
@Nurasouvenir,"Dari awal debat pilpres juga ngk nyambung omon omonnya..,..sabar yaa sbg rakyat dg kebijakan pemimpin saat ini..smg Allah SWT menolong kita dlm semua hal,selamat dunia akhirat.",Najwa Shihab
@SurosoMCSUSU,Ada yang kangen Anies?,Najwa Shihab
@ra_motivation26,Ini serius gak ada yang komen positif ? 😂😂,Najwa Shihab
@haiqalfikri3167,"Konten nya 3 jam , udah mau sehari lebih ga selesai selesai ketiduran terus ,😅",Najwa Shihab
@ArenderBros,STAGED!,Najwa Shihab
@abangaply1308,The real omon omon,Najwa Shihab
@ramadhani77-p9v,"Bingung, banyakan muter2 aja jawabannya 🥴",Najwa Shihab
@xvantiano,Tidak ketinggalan Buna Teddy,Najwa Shihab
@alkhotib453,25:52 emang kerasa yah pencapaian nya?,Najwa Shihab
@randompeople15,"Kurangnya Detail dan Kejelasan
""Jawabannya cuma muter-muter, kasih solusi jelas dong, misalnya berapa perwira TNI yang stuck karier!""

Tendensi Mengelak atau Nggak Langsung Nyambung
""Ditanya komunikasi publik kok malah cerita MBG, fokus dong, Pak!""

Nada Populisme yang Berlebihan
""Cinta rakyat mulu katanya, tapi kok nggak ada breakdown ekonomi yang bikin pinter, cuma jargon doang.""

Konteks Transparansi yang Dipertanyakan
""Wawancara terbuka katanya, tapi kok jawab korupsi sama teror cuma 'akan diperbaiki', lelet banget!""

Ekspektasi vs Realitas
""UU TNI buru-buru, publik protes, eh malah bilang 'nggak usah khawatir', seriusan nih, Pak?""


note : kritikan by AI Grok",Najwa Shihab
@randompeople15,tapi yang di omongin ini emang fakta wkwk. pembicaraanya gak langsung inti muter muter dulu tapi gak detail jawabanya.,Najwa Shihab
@asyiqmln,TLDL,Najwa Shihab
@alkhotib453,"Salah satu Skill yang dimiliki seorang pemimoin adalah Komunikasi(public speaking) berbicara tanpa teks dan hafalan. Gimana caranya menjawab pertanyaan database dijawab dengan data base, pertanyaan ilmiah dijawab dengan kalimat ilmiah.",Najwa Shihab
@nonname6797,31:00 Jawaban pertama aja udah kek apa gitu. Pertanyaan apa dijawab apa. Kocak. Oke kita lihat jawaban berikutnya.,Najwa Shihab
@nonname6797,38:22 munafik bet nih org,Najwa Shihab
@nonname6797,41:00 Woi bowo yang ditanya itu kepala IBAB neror ke Kompas dijawab dimasak itu bagaimana? Bukan masalah rakyat gabisa nunggu buat makan OGEB.,Najwa Shihab
@nonname6797,43:00 what??? Orang baru? Ga habis thinking.,Najwa Shihab
@nonname6797,53:00 bayaran? Bayaran oposisi emang ga boleh? Bukannya itu bagian demokrasi?,Najwa Shihab
@nonname6797,55:45 demo jangan merusak saya setuju,Najwa Shihab
@nonname6797,1:23:00 studybanding makan gratis?? Ga diefisienkan?,Najwa Shihab
@nonname6797,1:47:00 nilainya 11 pak dari 100,Najwa Shihab
@nonname6797,1:49:00 bapak berapa banyak balasbudinya? HIDUP JOKOWI,Najwa Shihab
@rifqimahfudh832,"Wes tuo kakean ndhagel
1 periode saja nggeh pak",Najwa Shihab
@yanasurya4889,Kecepatan 2x saja kok masih ngantuk ya dengernya😢,Najwa Shihab
@Bayu_kun66,Lebih baik saya pergi dari negara ini,Najwa Shihab
@Sprdv14,Lihat komentar jadi makin yakin iq rata rata 78 itu benar adanya,Najwa Shihab
@jaroralephychannel1729,"Harga jagung tidak sesuai dengan keputusan pemerintah jauh di bawah standar
Pemerintah cuma omon omon saja",Najwa Shihab
@muraibatupandalungan28,Saya tetap bangga menjadi kaum 42%,Najwa Shihab
@Asad_Slur,Banser tanpa bayaran,Najwa Shihab
@erwinan1237,"Keren... Namun, banyak jawaban yang tidak sesuai fakta lapangan... Semoga pak prabowo bisa melihat apa yang telah terjadi dilapangan...",Najwa Shihab
